newsid,title,negative,url,source,time,storydate,candidate,story_position,panel_position,domain
47861,Tulsi Gabbard Is The Most Anti-War 2020 Candidate,0,https://video.vice.com/en_us/video/tulsi-gabbard-is-the-most-anti-war-2020-candidate/5d5f0262be40771ef33d54e3,VICE Video,12 hours ago,8/23/2019 22:00,Tulsi Gabbard,7,1,video.vice.com
19912,Klobuchar to launch Iowa bus tour after debate,0,https://www.politico.com/news/2019/10/10/klobuchar-iowa-bus-tour-after-debate-043999,Politico,21 hours ago,10/11/2019 12:00,Amy Klobuchar,6,1,www.politico.com
31045,"Cory Booker's claim that 17,000 people are 'unjustly incarcerated,' 
explained",0,https://www.politifact.com/truth-o-meter/article/2019/sep/13/cory-bookers-claim-17000-people-are-unjustly-incar/,PolitiFact,3 days ago,9/16/2019 14:00,Cory Booker,10,1,www.politifact.com
36470,"Biden hires Clinton, O'Rourke alum as campaign's digital director | TheHill",0,https://thehill.com/homenews/campaign/474362-biden-hires-clinton-orourke-alum-as-campaigns-digital-director,The Hill,1 day ago,12/14/2019 2:00,Beto O Rourke,3,1,thehill.com
40696,"Ahead of Trump's El Paso visit, dozens of Americans link hands at the 
southern border forming a human wall",0,https://www.cnn.com/2019/02/11/us/human-wall-border/index.html,CNN.com,1 hour ago,2/11/2019 6:00,Donald Trump,6,1,www.cnn.com
24508,"This 2020 candidate dropped out, and no one cared. Here's what they 
missed...",1,https://www.cnn.com/2019/12/02/politics/steve-bullock-2020-senate-race/index.html,CNN.com,32 mins ago,12/2/2019 16:00,Steve Bullock,3,1,www.cnn.com
35168,Julián Castro focuses on police reform in his latest policy outline,0,https://theweek.com/speedreads/845003/julin-castro-focuses-police-reform-latest-policy-outline,The Week,11 hours ago,6/4/2019 0:00,Julian Castro,4,1,theweek.com
43435,"Biden, Warren face same challenge in Iowa: keeping momentum",0,https://www.apnews.com/8428a9e809ba42d9b4924cdab5689358,AP News,8 hours ago,9/23/2019 10:00,Joe Biden,10,1,www.apnews.com
25479,Sen. Cornyn evokes Beto’s name to energize Republicans,1,https://www.star-telegram.com/article227146484.html,Fort Worth Star-Telegram,1 day ago,3/7/2019 18:00,Beto O Rourke,9,1,www.star-telegram.com
46928,Polling Picture Comes Into Focus: Biden Leads a 3-Way Race at the Top,0,https://www.nytimes.com/2019/08/28/us/politics/democratic-polls-quinnipiac-suffolk.html,The New York Times,2 hours ago,8/29/2019 2:00,Elizabeth Warren,4,1,www.nytimes.com
16477,Gillibrand's claim on transaction taxes not whole story,0,https://www.politifact.com/new-york/statements/2019/jul/26/kirsten-gillibrand/gillibrands-claim-transaction-taxes-not-whole-stor/,PolitiFact,2 days ago,7/29/2019 2:00,Kirsten Gillibrand,5,1,www.politifact.com
56903,"Julian Castro Says NBA Should Pressure China, Defend Freedom of Speech",0,https://www.tmz.com/2019/10/09/julian-castro-nba-china-freedom-of-speech-presidential-candidate/,TMZ,4 days ago,10/14/2019 2:00,Julian Castro,10,1,www.tmz.com
7978,"Julián Castro defends his twin brother, U.S. Rep. Joaquin Castro, after 
publishing of Trump donor list",1,https://www.desmoinesregister.com/story/news/elections/presidential/caucus/2019/08/09/julian-castro-defends-his-brother-joaquin-after-publishing-trump-donor-list/1966280001/,The Des Moines Register,2 days ago,8/11/2019 16:00,Julian Castro,8,1,www.desmoinesregister.com
18199,Marianne Williamson Mistakenly Says Trump Pardoned Charles Manson,1,https://www.newser.com/story/284122/marianne-williamson-mistakenly-slams-trump.html,Newser,1 day ago,12/10/2019 14:00,Marianne Williamson,6,1,www.newser.com
29244,"Media blockade on progressives is helping rig the Democratic primaries 
again | TheHill",0,https://thehill.com/opinion/campaign/446452-media-blockade-on-progressives-is-helping-rig-the-democratic-primaries-again,The Hill,1 day ago,6/2/2019 18:00,Bernie Sanders,8,1,thehill.com
39088,Colin Reed: Biden and Warren finally face off as Dem field narrows,0,https://www.foxnews.com/opinion/colin-reed-biden-and-warren-finally-face-off-as-dem-field-narrows,Fox News,1 day ago,9/1/2019 22:00,Elizabeth Warren,7,1,www.foxnews.com
47859,"Hickenlooper endorsement dividing Colorado Democratic Party, internal 
emails show",0,https://www.denverpost.com/2019/08/27/colorado-democratic-party-hickenlooper-dscc/,The Denver Post,1 week ago,9/3/2019 14:00,John Hickenlooper,5,1,www.denverpost.com
22761,Why Gillibrand crashed and burned,1,https://www.politico.com/story/2019/08/29/kirsten-gillibrand-drops-out-2020-race-1477845,Politico,1 month ago,9/30/2019 0:00,Kirsten Gillibrand,2,2,www.politico.com
4402,Exclusive: Washington Gov. Jay Inslee has a message for Mike Bloomberg,0,https://www.salon.com/2019/11/27/exclusive-washington-gov-jay-inslee-has-a-message-for-mike-bloomberg/,Salon.com,2 weeks ago,12/12/2019 18:00,Jay Inslee,2,N/A,www.salon.com
22804,"2020 Democrats intense competition to be like Jay Inslee on climate change, 
explained",0,https://www.vox.com/2019/9/5/20849331/2020-democrats-climate-change-jay-inslee-explained,Vox,1 month ago,10/5/2019 10:00,Jay Inslee,6,2,www.vox.com
292,"Elizabeth Warren unveils bill that could hold tech execs responsible for 
data breaches",0,https://www.theverge.com/2019/4/3/18293688/elizabeth-warren-facebook-amazon-google-apple-executives-jail-data-breaches,The Verge,12 hours ago,4/4/2019 0:00,Elizabeth Warren,7,1,www.theverge.com
22511,"Mike Bloomberg Says He Didn't Know His Campaign Was Using Prisoners to Make 
Campaign Calls",1,https://people.com/politics/mike-bloomberg-says-he-didnt-know-his-campaign-was-using-prisoners-to-make-campaign-calls/,People.com,6 hours ago,12/26/2019 20:00,Michael Bloomberg,7,1,people.com
25040,"Cynthia Nixon Calls Out Joe Biden for Complimenting 'Decent Guy' Mike 
Pence: 'You’re Right,' Biden Responds",1,https://people.com/politics/joe-biden-criticized-complimenting-mike-pence/,People,22 hours ago,3/2/2019 18:00,Joe Biden,3,1,people.com
48067,"Bullock: I would not have endorsed health care for undocumented immigrants 
on debate stage | TheHill",0,https://thehill.com/homenews/sunday-talk-shows/454043-bullock-i-would-not-have-endorsed-health-care-for-undocumented,The Hill,1 day ago,7/22/2019 18:00,Steve Bullock,1,1,thehill.com
22520,"Bernie Sanders: As a child, rent control kept a roof over my head",0,https://www.cnn.com/2019/07/30/opinions/bernie-sanders-2020-affordable-housing-policy/index.html,CNN.com,39 mins ago,7/30/2019 8:00,Bernie Sanders,3,1,www.cnn.com
27637,"John Delaney, We Hardly Knew Ye",1,https://www.nationalreview.com/2019/07/john-delaney-we-hardly-knew-ye/,National Review,1 day ago,8/1/2019 12:00,John Delaney,8,1,www.nationalreview.com
30995,Elizabeth Warren’s claim that minimum wage supported her family in the 1960s,0,https://www.washingtonpost.com/politics/2019/01/11/elizabeth-warrens-claim-minimum-wage-supported-her-family-s/,Washington Post,15 hours ago,1/11/2019 18:00,Elizabeth Warren,1,1,www.washingtonpost.com
38913,Michael Bloomberg Set For 2020 Run,0,https://www.theonion.com/michael-bloomberg-set-for-2020-run-1839782076,The Onion,22 hours ago,11/12/2019 14:00,Michael Bloomberg,9,1,www.theonion.com
35104,Bullock becomes 3rd governor to drop presidential campaign,1,https://www.sfgate.com/news/article/Democrat-Steve-Bullock-ends-struggling-14874917.php,SFGate,19 mins ago,12/2/2019 14:00,Steve Bullock,3,1,www.sfgate.com
17680,Eric Swalwell: Barr should resign,0,https://www.washingtonexaminer.com/news/eric-swalwell-barr-should-resign,Washington Examiner,5 hours ago,4/18/2019 18:00,Eric Swalwell,6,1,www.washingtonexaminer.com
25417,Gov. Inslee highlights climate in State of the State,0,http://komonews.com/news/local/gov-inslee-highlights-climate-in-state-of-the-state,KOMO,1 day ago,1/16/2019 18:00,Jay Inslee,7,1,komonews.com
57553,The latest on the Trump impeachment inquiry: Live updates,1,https://www.cnn.com/politics/live-news/impeachment-inquiry-10-13-2019/index.html,CNN.com,1 hour ago,10/13/2019 18:00,Donald Trump,1,1,www.cnn.com
17874,"O'Rourke pressed on abortion by voter who asks if his life had no 'value' 
on day before he was born",1,https://www.foxnews.com/politics/beto-orourke-pressed-on-abortion,Fox News,16 hours ago,8/28/2019 4:00,Beto O Rourke,1,1,www.foxnews.com
39270,"Fox host asks Tulsi Gabbard if Hillary Clinton had FBI-CIA 'cabal' target 
Trump in Russia probe",1,https://www.washingtonexaminer.com/news/fox-host-asks-tulsi-gabbard-if-hillary-clinton-had-fbi-cia-cabal-target-trump-in-russia-probe,Washington Examiner,1 day ago,11/5/2019 4:00,Tulsi Gabbard,5,1,www.washingtonexaminer.com
28806,"Iraq war veteran and former Marine infantry officer Rep. Seth Moulton is 
running for president",0,https://taskandpurpose.com/seth-moulton-marine-officer-president,Task & Purpose,5 hours ago,4/22/2019 18:00,Seth Moulton,7,1,taskandpurpose.com
11269,Tulsi Gabbard doesn't qualify for Iowa Democrats' event,1,https://www.cnn.com/2019/10/30/politics/tulsi-gabbard-qualify-iowa-democrats/index.html,CNN.com,7 hours ago,10/31/2019 6:00,Tulsi Gabbard,4,1,www.cnn.com
36408,What did Amy Klobuchar say that rubbed Meghan McCain wrong way?,1,https://ktar.com/story/2593387/what-did-amy-klobuchar-say-that-rubbed-meghan-mccain-wrong-way/,KTAR.com,23 hours ago,5/29/2019 18:00,Amy Klobuchar,5,1,ktar.com
59107,Booker asked if Biden is too old to be president,0,https://www.cnn.com/videos/politics/2019/09/13/cory-booker-post-abc-debate-biden-moments-sot-vpx.cnn,CNN.com,2 days ago,9/15/2019 20:00,Cory Booker,8,1,www.cnn.com
19654,How Warren's plan changes the terms of the 'Medicare for All' debate,0,https://www.nbcnews.com/politics/2020-election/how-warren-s-plan-changes-terms-medicare-all-debate-n1075391,NBC News,12 hours ago,11/2/2019 8:00,Elizabeth Warren,7,1,www.nbcnews.com
3535,Elizabeth Warren’s Misguided Child-Care Plan,1,https://www.nationalreview.com/2019/02/elizabeth-warrens-misguided-child-care-plan/,National Review,11 hours ago,2/20/2019 0:00,Elizabeth Warren,10,1,www.nationalreview.com
18088,New Democratic presidential candidate Steyer stops by Charleston,0,http://abcnews4.com/news/local/new-democratic-presidential-candidate-steyer-stops-by-charleston,WCIV,1 day ago,7/15/2019 8:00,Tom Steyer,7,1,abcnews4.com
9096,"Video Game Promoting Andrew Yang Mocks President Trump's Stance on Violent 
Video Games with White House Brawl",0,https://www.newsweek.com/video-game-promoting-andrew-yang-mocks-president-trumps-stance-violent-video-games-white-house-1477167,Newsweek,1 day ago,12/17/2019 20:00,Andrew Yang,10,1,www.newsweek.com
54259,Seth Moulton ends presidential campaign,1,https://www.nbcnews.com/politics/2020-election/seth-moulton-ends-presidential-campaign-n1045536,NBC News,4 days ago,8/28/2019 10:00,Seth Moulton,8,1,www.nbcnews.com
302,"With 67% of the Vote, California Young Democrats Endorse Bernie Sanders for 
President",0,https://www.commondreams.org/news/2019/11/17/67-vote-california-young-democrats-endorse-bernie-sanders-president,Common Dreams,1 hour ago,11/17/2019 20:00,Bernie Sanders,2,1,www.commondreams.org
44600,Photos: John Hickenlooper holds campaign event at Backpocket Brewing,0,https://www.press-citizen.com/picture-gallery/news/politics/elections/2019/04/13/photos-john-hickenlooper-holds-campaign-event-backpocket-brewing-colorado-gov-2020-democrat-caucus/3453652002/,Iowa City Press-Citizen,9 hours ago,4/13/2019 6:00,John Hickenlooper,2,2,www.press-citizen.com
36668,"Elizabeth Warren Comes Out Swinging Right at Joe Lieberman’s Sleazy Old 
Lobbyist Face",0,https://slate.com/news-and-politics/2019/01/elizabeth-warren-joe-lieberman-lobbying-twitter-diss.html,Slate,10 hours ago,1/4/2019 0:00,Elizabeth Warren,2,1,slate.com
38613,"Radio analyst Tim Ryan apologizes to 49ers players for Lamar Jackson 
comments",0,https://www.espn.com/nfl/story/_/id/28232159/radio-analyst-tim-ryan-apologizes-49ers-players-lamar-jackson-comments,ESPN.com,1 day ago,12/7/2019 0:00,Tim Ryan,2,1,www.espn.com
44980,"Bennet walks the middle, hoping to catch fire in presidential race: 'I have 
a chance to win'",0,https://www.azcentral.com/story/news/politics/elections/2019/10/11/michael-bennet-visits-arizona-focuses-long-shot-campaign-middle-class-issues/3913985002/,Arizona Republic,5 hours ago,10/12/2019 4:00,Michael Bennet,3,2,www.azcentral.com
35525,Beto O'Rourke *checks notes* Instagrammed his dentist appointment,0,https://mashable.com/article/beto-orourke-instagram-dentist/,Mashable,23 hours ago,1/11/2019 12:00,Beto O Rourke,9,1,mashable.com
23699,Meet the 88-year-old powering his insurgent 2020 bid with teens,0,https://www.theguardian.com/us-news/2019/apr/20/mike-gravel-2020-presidential-campaign,The Guardian,3 weeks ago,5/13/2019 0:00,Mike Gravel,7,1,www.theguardian.com
58604,,0,,,,4/7/2019 0:00,,,,
22194,Michael Bennet banking on moderation in age of Trump,0,https://www.apnews.com/3a4be8ff6ad848a89d2c9a9b1cb0cd56,AP News,21 hours ago,8/20/2019 12:00,Michael Bennet,3,1,www.apnews.com
33012,Sen. Kirsten Gillibrand Announces $10 Trillion Plan to Flight Climate Crisis,0,https://www.ecowatch.com/kirsten-gillibrand-climate-crisis-plan-2639358482.html,EcoWatch,18 hours ago,7/27/2019 10:00,Kirsten Gillibrand,4,1,www.ecowatch.com
57507,"No-shows Warren and Sanders vote against package to end surprise medical 
bills",0,https://www.washingtonexaminer.com/policy/healthcare/no-shows-warren-and-sanders-vote-against-package-to-end-surprise-medical-bills,Washington Examiner,34 mins ago,6/26/2019 14:00,Elizabeth Warren,3,1,www.washingtonexaminer.com
18695,"Video: Governor Steve Bullock calls for broader Native representation 
across government - IndianCountryToday.com",0,https://newsmaven.io/indiancountrytoday/news/video-governor-steve-bullock-calls-for-broader-native-representation-across-government-URNJj1GBgEGz9qeAlSXTtQ/,News Maven,2 days ago,9/29/2019 4:00,Steve Bullock,2,2,newsmaven.io
40888,"Bill de Blasio: Donald Trump And Rudy Giuliani Are ‘Outdoing Themselves,’ 
Speeding Up Impeachment Process",0,https://www.inquisitr.com/5701455/de-blasio-trump-giuliani/,The Inquisitr,6 hours ago,10/20/2019 14:00,Bill de Blasio,4,2,www.inquisitr.com
19727,Steve Bullock takes a break from the campaign trail to connect with his past,0,https://www.cbsnews.com/news/steve-bullock-takes-a-break-from-the-campaign-trail-to-connect-with-his-past/,CBS News,6 days ago,7/26/2019 6:00,Steve Bullock,4,1,www.cbsnews.com
45292,"Beyond Cheetos And Goldfish, Hickenlooper's Marijuana Legacy Is His 
Cautious Approach",0,https://www.cpr.org/news/story/beyond-cheetos-and-goldfish-hickenlooper-s-marijuana-legacy-is-his-cautious-approach,Colorado Public Radio,1 day ago,1/8/2019 18:00,John Hickenlooper,7,1,www.cpr.org
46443,"Bernie Sanders unveils plan to boost broadband access, break up internet 
and cable titans",0,https://www.cnbc.com/2019/12/06/bernie-sanders-releases-broadband-plan-targets-comcast-att-verizon.html,CNBC.com,1 day ago,12/7/2019 8:00,Bernie Sanders,1,1,www.cnbc.com
33372,Sexism by Proxy Is Still Sexism,0,https://www.theatlantic.com/ideas/archive/2019/08/sexism-proxy-still-sexism/596752/,The Atlantic,2 hours ago,8/26/2019 8:00,Elizabeth Warren,3,1,www.theatlantic.com
